Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Type,Villager Equippable,Catalog,Filename,Internal ID,Unique Entry ID,tipo
knit hat,Green,No,560,140,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; outdoorsy; comfy,HeadCap,Yes,For sale,CapHatKnitcap6,11733,5dgwDfqZq9SP4kpD2,HEADWEAR
knit hat,Pink,No,560,140,Pink,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Yes,1.0.0,Simple,everyday; outdoorsy; comfy,HeadCap,Yes,For sale,CapHatKnitcap7,11734,SaqCM6GsWHfhuDgHR,HEADWEAR
Labelle cap,Twilight,No,2400,600,Purple,Black,1x1,,Labelle,,All Year,No,1.0.0,Cool,everyday; sporty; theatrical,HeadCap,Yes,For sale,CapHatKatecap0,9880,ztboDBEmkeSqzkZyf,HEADWEAR
Labelle cap,Midnight,No,2400,600,Black,Black,1x1,,Labelle,,All Year,No,1.0.0,Cool,everyday; sporty; theatrical,HeadCap,Yes,For sale,CapHatKatecap1,11746,7p2osKzqpSv8TSz5D,HEADWEAR
Labelle cap,Passion,No,2400,600,Red,Black,1x1,,Labelle,,All Year,No,1.0.0,Cool,everyday; sporty; theatrical,HeadCap,Yes,For sale,CapHatKatecap2,11747,5oGF5aQ5C4hJfqRm2,HEADWEAR
Labelle cap,Ocean,No,2400,600,Blue,Black,1x1,,Labelle,,All Year,No,1.0.0,Cool,everyday; sporty; theatrical,HeadCap,Yes,For sale,CapHatKatecap3,11748,RqpPoEjZ9jMYHcWZP,HEADWEAR
Labelle cap,Sunset,No,2400,600,Yellow,Black,1x1,,Labelle,,All Year,No,1.0.0,Cool,everyday; sporty; theatrical,HeadCap,Yes,For sale,CapHatKatecap4,11749,7ofiXbFhJzfzaiTn6,HEADWEAR
Labelle cap,Love,No,2400,600,Pink,Black,1x1,,Labelle,,All Year,No,1.0.0,Cool,everyday; sporty; theatrical,HeadCap,Yes,For sale,CapHatKatecap5,11750,fp3vkAthEFWPXhx6i,HEADWEAR
Labelle hat,Twilight,No,2500,625,Purple,Black,1x1,,Labelle,,All Year,No,1.0.0,Gorgeous,everyday; formal; party; theatrical,HeadCap,Yes,For sale,CapHatKatehat0,9881,wGQfizPwiTjbeNxDs,HEADWEAR
Labelle hat,Midnight,No,2500,625,Black,Black,1x1,,Labelle,,All Year,No,1.0.0,Gorgeous,everyday; formal; party; theatrical,HeadCap,Yes,For sale,CapHatKatehat1,11751,dkk6nawDAJhEtQHWv,HEADWEAR
Labelle hat,Passion,No,2500,625,Red,Black,1x1,,Labelle,,All Year,No,1.0.0,Gorgeous,everyday; formal; party; theatrical,HeadCap,Yes,For sale,CapHatKatehat2,11752,ZasJY8MyebqqXFqKW,HEADWEAR
Labelle hat,Ocean,No,2500,625,Blue,Black,1x1,,Labelle,,All Year,No,1.0.0,Gorgeous,everyday; formal; party; theatrical,HeadCap,Yes,For sale,CapHatKatehat3,11753,KGGqRzqpiddo5Czxw,HEADWEAR
Labelle hat,Sunset,No,2500,625,Yellow,Black,1x1,,Labelle,,All Year,No,1.0.0,Gorgeous,everyday; formal; party; theatrical,HeadCap,Yes,For sale,CapHatKatehat4,11754,5fq7piPdz5rGNgBaP,HEADWEAR
Labelle hat,Love,No,2500,625,Pink,Black,1x1,,Labelle,,All Year,No,1.0.0,Gorgeous,everyday; formal; party; theatrical,HeadCap,Yes,For sale,CapHatKatehat5,11755,PN3nhWn3rXBGdJomB,HEADWEAR
leaf mask,Green,Yes,NFS,200,Green,Green,1x1,,Crafting,,All Year,No,1.0.0,Cute,goth; outdoorsy,HeadFace,Yes,Not for sale,CapMaskLeaf0,7291,SzZ9pCgSNQz4P2PRn,HEADWEAR
leaf-egg shell,,Yes,NFS,800,Green,Green,1x1,,Crafting,,All Year,No,1.1.0a,Active,fairy tale; party; theatrical,HeadCap,Yes,Not for sale,CapHatEggleaf0,12441,nwNuAognQtrTGfTWn,HEADWEAR
lettered cap,Red,No,560,140,Red,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Active,everyday; outdoorsy; sporty,HeadCap,Yes,For sale,CapHatLogocap0,9866,7Q3wGGajkfDjfzhJz,HEADWEAR
lettered cap,Beige,No,560,140,Beige,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Active,everyday; outdoorsy; sporty,HeadCap,Yes,For sale,CapHatLogocap1,12043,txEA3gtDENsLPjSLu,HEADWEAR
lettered cap,Olive,No,560,140,Green,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,everyday; outdoorsy; sporty,HeadCap,Yes,For sale,CapHatLogocap2,12044,QSrmauRxdvykwxfZf,HEADWEAR
lily crown,Colorful,Yes,NFS,480,Red,Yellow,1x1,,Crafting,,All Year,No,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,Yes,Not for sale,CapOrnamentYuri1,5114,oyd8dzDWXoCeq6d3P,HEADWEAR
lovely cosmos crown,Colorful,Yes,NFS,1120,Pink,Orange,1x1,,Crafting,,All Year,No,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,Yes,Not for sale,CapOrnamentCosmos2,5109,JpEmegx5ChztAdbnv,HEADWEAR
mage's hat,Black,No,3440,860,Black,Purple,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,fairy tale; goth,HeadCap,Yes,For sale,CapHatWitch0,5245,xC42tzk6SK3sN9RoG,HEADWEAR
mage's hat,Blue,No,3440,860,Blue,Light blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,fairy tale; goth,HeadCap,Yes,For sale,CapHatWitch1,11843,TxrHS9qwEk83iea7P,HEADWEAR
mage's hat,White,No,3440,860,White,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,fairy tale; goth,HeadCap,Yes,For sale,CapHatWitch2,11844,nN9u4Q77aHtudJxza,HEADWEAR
mage's hat,Red,No,3440,860,Red,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,fairy tale; goth,HeadCap,Yes,For sale,CapHatWitch3,11845,v2iuwLr9rh2wfXpgC,HEADWEAR
matanpushi,Blue,No,880,220,Blue,Beige,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,everyday; formal,HeadCap,Yes,For sale,CapHatMatampushi0,10914,G4fspHfP6FzwQEqto,HEADWEAR
matanpushi,Brown,No,880,220,Brown,Light blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,everyday; formal,HeadCap,Yes,For sale,CapHatMatampushi1,12033,ZoE3A7vJmf6fjas2d,HEADWEAR
matanpushi,Red,No,880,220,Red,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,everyday; formal,HeadCap,Yes,For sale,CapHatMatampushi2,12034,wLkeY9D82XAyLE3N9,HEADWEAR
matronly bun,Hair Color,No,1280,320,Colorful,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,theatrical,Headgear_HasEar,No,For sale,CapWigOnionhair,5691,2HsMdh23YHSqA4AhL,HEADWEAR
mesh cap,Purple,No,560,140,Purple,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Active,formal; party; theatrical; work,HeadCap,Yes,For sale,CapHatMeshcap0,5128,ci33Hxg6BtfZ4KKY9,HEADWEAR
mesh cap,Red,No,560,140,Red,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,formal; party; theatrical; work,HeadCap,Yes,For sale,CapHatMeshcap1,11506,S878yxu4ziFfZiAYa,HEADWEAR
mesh cap,Pink,No,560,140,Pink,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,formal; party; theatrical; work,HeadCap,Yes,For sale,CapHatMeshcap2,11507,ELafihA36MBWWb4HR,HEADWEAR
mesh cap,Green,No,560,140,Green,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,formal; party; theatrical; work,HeadCap,Yes,For sale,CapHatMeshcap3,11508,yDdLG4bLQnnATQQrh,HEADWEAR
mesh cap,Orange,No,560,140,Orange,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,formal; party; theatrical; work,HeadCap,Yes,For sale,CapHatMeshcap4,11509,xtfgMAvaPXTMryc3N,HEADWEAR
mesh cap,Yellow,No,560,140,Yellow,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,formal; party; theatrical; work,HeadCap,Yes,For sale,CapHatMeshcap5,11510,X2thzp4pg5qBhJrYZ,HEADWEAR
mesh cap,Black,No,560,140,Black,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,formal; party; theatrical; work,HeadCap,Yes,For sale,CapHatMeshcap6,11511,B75gGQnqmbvwFnY3r,HEADWEAR
milkmaid hat,White,No,NFS,800,White,White,1x1,,Gulliver,,All Year,No,1.0.0,Elegant,everyday; formal,Headgear_HasBang,No,Not for sale,CapBangsVolendamWhite,5365,xxPurMe9L9zyhgmoH,HEADWEAR
mohawk wig,Hair Color,No,1280,320,Colorful,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Cool,theatrical,Headgear_HasEar,No,For sale,CapWigMohican,5688,xSP2ma9tBnzzWzfv6,HEADWEAR
mum crown,Colorful,Yes,NFS,480,Red,Yellow,1x1,,Crafting,,All Year,No,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,Yes,Not for sale,CapOrnamentMum1,5117,jcwfq9ffbRoL4AEde,HEADWEAR
mummy mask,White,No,980,245,White,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,fairy tale; goth; theatrical,HeadFullFace,No,For sale,CapFullfaceMummyWhite,5324,RumzTwR7oeh4Ap6Ge,HEADWEAR
New Year's hat,Red,No,500,125,Red,Yellow,1x1,,New Year's Eve,Purchased from Tom Nook on New Year's Eve,All Year,No,1.0.0,Gorgeous,party; theatrical,HeadCap,Yes,Not for sale,CapHatNewyearRed,4799,mRkejbn9CwDxWTD8v,HEADWEAR
New Year's hat,Blue,No,500,125,Blue,Yellow,1x1,,New Year's Eve,Purchased from Tom Nook on New Year's Eve,All Year,No,1.0.0,Gorgeous,party; theatrical,HeadCap,Yes,Not for sale,CapHatNewyearBlue,5186,Eo5LXf3XdqiQyRyv9,HEADWEAR
New Year's hat,Yellow,No,500,125,Yellow,Yellow,1x1,,New Year's Eve,Purchased from Tom Nook on New Year's Eve,All Year,No,1.0.0,Gorgeous,party; theatrical,HeadCap,Yes,Not for sale,CapHatNewyearYellow,5187,4P3oKZ7N4xXbHKcHD,HEADWEAR
New Year's hat,Green,No,500,125,Green,Yellow,1x1,,New Year's Eve,Purchased from Tom Nook on New Year's Eve,All Year,No,1.0.0,Gorgeous,party; theatrical,HeadCap,Yes,Not for sale,CapHatNewyearGreen,5188,STBytwCasPPX5vfWn,HEADWEAR
New Year's hat,Orange,No,500,125,Orange,Yellow,1x1,,New Year's Eve,Purchased from Tom Nook on New Year's Eve,All Year,No,1.0.0,Gorgeous,party; theatrical,HeadCap,Yes,Not for sale,CapHatNewyearOrange,5189,2jcPz9T4E5CHeytdR,HEADWEAR
New Year's hat,Purple,No,500,125,Purple,Yellow,1x1,,New Year's Eve,Purchased from Tom Nook on New Year's Eve,All Year,No,1.0.0,Gorgeous,party; theatrical,HeadCap,Yes,Not for sale,CapHatNewyearPurple,5190,B7pexDLSa7ZxqCRx2,HEADWEAR
New Year's hat,Pink,No,500,125,Pink,Yellow,1x1,,New Year's Eve,Purchased from Tom Nook on New Year's Eve,All Year,No,1.0.0,Gorgeous,party; theatrical,HeadCap,Yes,Not for sale,CapHatNewyearPink,5191,JHAzmuxhiGZG5xJzv,HEADWEAR
New Year's hat,Light blue,No,500,125,Light blue,Yellow,1x1,,New Year's Eve,Purchased from Tom Nook on New Year's Eve,All Year,No,1.0.0,Gorgeous,party; theatrical,HeadCap,Yes,Not for sale,CapHatNewyearLightblue,5192,zDsxniwxCt7Lyb2Aa,HEADWEAR
New Year's silk hat,Red,No,500,125,Red,Yellow,1x1,,New Year's Eve,Purchased from Tom Nook on New Year's Eve,All Year,No,1.0.0,Gorgeous,party; theatrical,HeadCap,Yes,Not for sale,CapHatNewyearsilkRed,5946,4gvYY4rPwuzRbaMXQ,HEADWEAR
New Year's silk hat,Blue,No,500,125,Blue,Yellow,1x1,,New Year's Eve,Purchased from Tom Nook on New Year's Eve,All Year,No,1.0.0,Gorgeous,party; theatrical,HeadCap,Yes,Not for sale,CapHatNewyearsilkBlue,5947,D3oDFZZsBaBoJ9NeJ,HEADWEAR
New Year's silk hat,Yellow,No,500,125,Yellow,Yellow,1x1,,New Year's Eve,Purchased from Tom Nook on New Year's Eve,All Year,No,1.0.0,Gorgeous,party; theatrical,HeadCap,Yes,Not for sale,CapHatNewyearsilkYellow,5948,k8tKF4tYi5ZejnpTb,HEADWEAR
New Year's silk hat,Green,No,500,125,Green,Yellow,1x1,,New Year's Eve,Purchased from Tom Nook on New Year's Eve,All Year,No,1.0.0,Gorgeous,party; theatrical,HeadCap,Yes,Not for sale,CapHatNewyearsilkGreen,5949,gF3HgnhNTRHXjaw7B,HEADWEAR
New Year's silk hat,Orange,No,500,125,Orange,Yellow,1x1,,New Year's Eve,Purchased from Tom Nook on New Year's Eve,All Year,No,1.0.0,Gorgeous,party; theatrical,HeadCap,Yes,Not for sale,CapHatNewyearsilkOrange,5950,s2Q4sYtm9FQzx8L95,HEADWEAR
New Year's silk hat,Purple,No,500,125,Purple,Yellow,1x1,,New Year's Eve,Purchased from Tom Nook on New Year's Eve,All Year,No,1.0.0,Gorgeous,party; theatrical,HeadCap,Yes,Not for sale,CapHatNewyearsilkPurple,5951,SY9weEDnd4egCfKts,HEADWEAR
New Year's silk hat,Pink,No,500,125,Pink,Yellow,1x1,,New Year's Eve,Purchased from Tom Nook on New Year's Eve,All Year,No,1.0.0,Gorgeous,party; theatrical,HeadCap,Yes,Not for sale,CapHatNewyearsilkPink,5952,4KbWNw4jwLokepjDz,HEADWEAR
New Year's silk hat,Light blue,No,500,125,Light blue,Yellow,1x1,,New Year's Eve,Purchased from Tom Nook on New Year's Eve,All Year,No,1.0.0,Gorgeous,party; theatrical,HeadCap,Yes,Not for sale,CapHatNewyearsilkLightblue,5953,YsNhinT3gy8CYuB4d,HEADWEAR
ninja hood,Dark blue,No,1400,350,Blue,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,fairy tale; work,Headgear_NoEarNoJaw,No,For sale,CapCostumeNinja0,5364,tNfkPdEzqBqjaJpoL,HEADWEAR
ninja hood,Gray,No,1400,350,Black,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,fairy tale; work,Headgear_NoEarNoJaw,No,For sale,CapCostumeNinja1,11870,pqeTwLRpzY2iimLhX,HEADWEAR
ninja hood,Red,No,1400,350,Red,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,fairy tale; work,Headgear_NoEarNoJaw,No,For sale,CapCostumeNinja2,11871,cjHgPwXzQKaAvmhuC,HEADWEAR
ninja hood,Purple,No,1400,350,Purple,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,fairy tale; work,Headgear_NoEarNoJaw,No,For sale,CapCostumeNinja3,11872,tB493c7XfJfk3SNdz,HEADWEAR
ninja hood,Aqua,No,1400,350,Light blue,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,fairy tale; work,Headgear_NoEarNoJaw,No,For sale,CapCostumeNinja4,11873,QLNKKCbkjKA4dbrrT,HEADWEAR
ninja hood,Green,No,1400,350,Green,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,fairy tale; work,Headgear_NoEarNoJaw,No,For sale,CapCostumeNinja5,11874,XaaDcBAN2LENqYzcv,HEADWEAR
ninja hood,Yellow,No,1400,350,Yellow,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,fairy tale; work,Headgear_NoEarNoJaw,No,For sale,CapCostumeNinja6,11875,M5W4YEuvEQ787Tegk,HEADWEAR
ninja hood,Orange,No,1400,350,Orange,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,fairy tale; work,Headgear_NoEarNoJaw,No,For sale,CapCostumeNinja7,11876,xuwDmWqQkxgPZPqRg,HEADWEAR
Noh mask,White,No,2400,600,Beige,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,goth; theatrical,HeadFace,Yes,For sale,CapMaskNomenWhite,6036,g5HMKByrRY6yupb25,HEADWEAR
Nook Inc. bandanna,Yellow,No,NFS,2500,Orange,Yellow,1x1,500.0,Nook Miles Shop,,All Year,No,1.0.0,Simple,outdoorsy; work,HeadCap,Yes,Not for sale,CapHatBandanaRco,5628,uPbBLGqqSiTSKdsap,HEADWEAR
Nook Inc. cap,Green,No,NFS,2500,Green,White,1x1,500.0,Nook Miles Shop,,All Year,No,1.0.0,Simple,outdoorsy; sporty,HeadCap,Yes,Not for sale,CapHatMeshcapRco,5627,M6ZPhdcjGPvRGtDCS,HEADWEAR
nurse's cap,Pink,No,1680,420,Pink,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,work,HeadHairOrnament_Back,Yes,For sale,CapOrnamentTNurse0,6947,2nZYXc5ee6terDyJY,HEADWEAR
nurse's cap,White,No,1680,420,White,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,work,HeadHairOrnament_Back,Yes,For sale,CapOrnamentTNurse1,11812,u6EEbkfK3e6iHMXsY,HEADWEAR
nurse's cap,Blue,No,1680,420,Blue,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,work,HeadHairOrnament_Back,Yes,For sale,CapOrnamentTNurse2,11813,NWWLjb8pmu6tC438t,HEADWEAR
OK Motors cap,,No,770,192,White,Blue,1x1,,Nook Shopping Promotion,"Link Nintendo Account to Pocket Camp, then redeem a 16-digit code on your Nintendo Switch",All Year,No,1.1.0,Simple,work,HeadCap,Yes,Not in catalog,CapHatOkmotors0,12424,EfqFMvapb35xaDsnk,HEADWEAR
orange hat,Orange,Yes,NFS,1000,Orange,Green,1x1,,Crafting,,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,HeadCap,Yes,Not for sale,CapHatOrange,5275,QSHPkoQAJJpdDJpXv,HEADWEAR
outback hat,Brown,No,1560,390,Brown,Brown,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; outdoorsy; work,HeadCap,Yes,For sale,CapHatTengallon0,5399,aGQncv2i5uCn6BRFC,HEADWEAR
outback hat,Beige,No,1560,390,Beige,Gray,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Elegant,everyday; outdoorsy; work,HeadCap,Yes,For sale,CapHatTengallon1,11053,L7gfFxKYMfYFsmc3o,HEADWEAR
outback hat,Red,No,1560,390,Red,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Elegant,everyday; outdoorsy; work,HeadCap,Yes,For sale,CapHatTengallon2,11054,BpLh5uscghzcSqNyJ,HEADWEAR
outback hat,Pink,No,1560,390,Pink,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; outdoorsy; work,HeadCap,Yes,For sale,CapHatTengallon3,11055,e9ntmssz8a4Ydsnii,HEADWEAR
outback hat,White,No,1560,390,White,Gray,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; outdoorsy; work,HeadCap,Yes,For sale,CapHatTengallon4,11056,uBsynLkxZLapw4j4w,HEADWEAR
outdoor hat,Orange,No,1100,275,Orange,Light blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; sporty,HeadCap,Yes,For sale,CapHatOutdoor0,5258,Taf2gy9MqCWtD8Lm9,HEADWEAR
outdoor hat,Blue,No,1100,275,Blue,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Active,outdoorsy; sporty,HeadCap,Yes,For sale,CapHatOutdoor1,11038,Tni7PAyBS3NrwqbTn,HEADWEAR
outdoor hat,Purple,No,1100,275,Purple,Light blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Active,outdoorsy; sporty,HeadCap,Yes,For sale,CapHatOutdoor2,11039,bSsN9ide5eYd2KxoS,HEADWEAR
outdoor hat,Red,No,1100,275,Red,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; sporty,HeadCap,Yes,For sale,CapHatOutdoor3,11040,jG7vw4ZYdt5wxPJZh,HEADWEAR
outdoor hat,Yellow,No,1100,275,Yellow,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Active,outdoorsy; sporty,HeadCap,Yes,For sale,CapHatOutdoor4,11041,9TQZoMLhikHRrrDDZ,HEADWEAR
outdoor hat,Light blue,No,1100,275,Light blue,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; sporty,HeadCap,Yes,For sale,CapHatOutdoor5,11042,w9GeNeMPYKBxbYSH2,HEADWEAR
outdoor hat,Green,No,1100,275,Green,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; sporty,HeadCap,Yes,For sale,CapHatOutdoor6,11043,mSxNGDSx7y6kZarnc,HEADWEAR
outdoor hat,Beige,No,1100,275,Beige,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; sporty,HeadCap,Yes,For sale,CapHatOutdoor7,11044,sTS2R5YRfdAxfEy8Z,HEADWEAR
paintball mask,Black,No,1040,260,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,outdoorsy; sporty,HeadFace,No,For sale,CapMaskPaint0,5395,hXFTMo9zh7Mx7yDDa,HEADWEAR
paintball mask,White,No,1040,260,White,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,outdoorsy; sporty,HeadFace,No,For sale,CapMaskPaint1,10227,iFPdeeqLGNuWaconR,HEADWEAR
paintball mask,Olive,No,1040,260,Green,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,outdoorsy; sporty,HeadFace,No,For sale,CapMaskPaint2,10228,WaYr6qyZ6w2y7M8r2,HEADWEAR
paintball mask,Yellow,No,1040,260,Yellow,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,outdoorsy; sporty,HeadFace,No,For sale,CapMaskPaint3,10229,cQY7bMzg8NgyLQXDJ,HEADWEAR
paisley bandanna,Red,No,700,175,Red,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy,HeadCap,Yes,For sale,CapHatBandana0,5294,93GubKimrHwj42NtQ,HEADWEAR
paisley bandanna,Blue,No,700,175,Blue,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy,HeadCap,Yes,For sale,CapHatBandana1,10760,LnqYNcbocnnRFYYbM,HEADWEAR
paisley bandanna,Yellow,No,700,175,Yellow,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy,HeadCap,Yes,For sale,CapHatBandana2,10761,F8Fsf43ae6RCTkuAo,HEADWEAR
paisley bandanna,Black,No,700,175,Black,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy,HeadCap,Yes,For sale,CapHatBandana3,10762,RxdhMRe7iZv3LxYtQ,HEADWEAR
paisley bandanna,Green,No,700,175,Green,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy,HeadCap,Yes,For sale,CapHatBandana4,10763,7Z4qghfvzEp2EMfYw,HEADWEAR
paisley bandanna,Orange,No,700,175,Orange,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy,HeadCap,Yes,For sale,CapHatBandana5,10764,jbJkcPtdqKgh8v9AG,HEADWEAR
paisley bandanna,Pink,No,700,175,Pink,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy,HeadCap,Yes,For sale,CapHatBandana6,10765,jDiN5BX2LQjQg7eod,HEADWEAR
paisley bandanna,Purple,No,700,175,Purple,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy,HeadCap,Yes,For sale,CapHatBandana7,10766,covzbSvXPRPk6gLtk,HEADWEAR
pansy crown,Colorful,Yes,NFS,480,Colorful,Colorful,1x1,,Crafting,,All Year,No,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,Yes,Not for sale,CapOrnamentPansy1,5105,Kn2k9jdadPZNeT4oH,HEADWEAR
paper bag,Beige,No,140,35,Beige,Beige,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,goth,HeadFullFace,No,For sale,CapFullfacePaperbagBeige,5840,Z8NpXTFEZNuwzJb7B,HEADWEAR
paperboy cap,Brown,No,1470,367,Brown,Brown,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; formal; work,HeadCap,Yes,For sale,CapHatHunting0,5147,GAyDQZez4XQdjCAnn,HEADWEAR
paperboy cap,Gray,No,1470,367,Gray,Gray,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; formal; work,HeadCap,Yes,For sale,CapHatHunting1,11512,ymFNyTkYST6eYQDWm,HEADWEAR
paperboy cap,Green,No,1470,367,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,everyday; formal; work,HeadCap,Yes,For sale,CapHatHunting2,11513,MntgoecKWvqftbcj9,HEADWEAR
paperboy cap,Blue,No,1470,367,Light blue,Light blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; formal; work,HeadCap,Yes,For sale,CapHatHunting3,11514,pfBtD75A8gSxZY3TQ,HEADWEAR
